source	target	source_genesymbol	target_genesymbol	istruelr	isphysical	issmallmolecule
Q12860	Q04721	CNTN1	NOTCH2	True	True	False
Q12860	Q92823	CNTN1	NRCAM	True	True	False
Q13443	P05556	ADAM9	ITGB1	False	True	False
Q13443	P06756	ADAM9	ITGAV	False	True	False
Q13443	P18084	ADAM9	ITGB5	False	True	False
Q13443	P23229	ADAM9	ITGA6	False	True	False
Q13443	P26006	ADAM9	ITGA3	False	True	False
Q13444	P05106	ADAM15	ITGB3	False	True	False
Q13444	P05556	ADAM15	ITGB1	False	True	False
Q13444	P06756	ADAM15	ITGAV	False	True	False
Q13444	P08648	ADAM15	ITGA5	False	True	False
Q13444	Q13797	ADAM15	ITGA9	False	True	False
Q13477	COMPLEX:P13612_P26010	MADCAM1	ITGA4_ITGB7	False	True	False
Q13477	P16070	MADCAM1	CD44	False	True	False
Q13591	P08581	SEMA5A	MET	True	False	False
Q13591	P51805	SEMA5A	PLXNA3	True	False	False
Q13591	Q9UIW2	SEMA5A	PLXNA1	True	False	False
Q13591	Q9ULL4	SEMA5A	PLXNB3	True	False	False
Q13740	O00533	ALCAM	CHL1	True	True	False
Q13740	O14786	ALCAM	NRP1	True	True	False
Q13740	P30203	ALCAM	CD6	True	True	False
Q14126	Q08554	DSG2	DSC1	False	True	False
Q14126	Q14574	DSG2	DSC3	False	True	False
Q14242	O15389	SELPLG	SIGLEC5	False	True	False
Q14242	P05107	SELPLG	ITGB2	False	True	False
Q14242	P11215	SELPLG	ITGAM	False	True	False
Q14242	P14151	SELPLG	SELL	False	True	False
Q14242	P16109	SELPLG	SELP	False	True	False
Q14574	P32926	DSC3	DSG3	True	True	False
Q14574	Q86SJ6	DSC3	DSG4	True	True	False
Q14773	P05106	ICAM4	ITGB3	True	True	False
Q14773	P05107	ICAM4	ITGB2	True	True	False
Q14773	P05556	ICAM4	ITGB1	True	True	False
Q14773	P06756	ICAM4	ITGAV	True	True	False
Q14773	P08514	ICAM4	ITGA2B	True	True	False
Q14773	P11215	ICAM4	ITGAM	True	True	False
Q14773	P13612	ICAM4	ITGA4	True	True	False
Q14773	P20701	ICAM4	ITGAL	True	True	False
Q15223	P40200	NECTIN1	CD96	False	True	False
Q15223	Q96NY8	NECTIN1	NECTIN4	False	True	False
Q15768	P29323	EFNB3	EPHB2	True	True	False
Q15768	P54753	EFNB3	EPHB3	True	True	False
Q15768	P54760	EFNB3	EPHB4	True	True	False
Q15768	P54762	EFNB3	EPHB1	True	True	False
Q15768	P54764	EFNB3	EPHA4	True	True	False
Q16288	P10586	NTRK3	PTPRF	False	True	False
Q16288	P23468	NTRK3	PTPRD	False	True	False
Q16288	Q13332	NTRK3	PTPRS	False	True	False
Q29980	COMPLEX:P26718_Q9UBK5	MICB	KLRK1_HCST	True	False	False
Q29983	COMPLEX:P26718_Q9UBK5	MICA	KLRK1_HCST	True	False	False
Q30154	P01730	HLA-DRB5	CD4	True	False	False
Q30154	P18627	HLA-DRB5	LAG3	False	False	False
Q495A1	P15151	TIGIT	PVR	False	True	False
Q495A1	Q92692	TIGIT	NECTIN2	False	True	False
Q5DX21	Q9H7M9	IGSF11	VSIR	False	True	False
Q5TAT6	COMPLEX:O75578_P05556	COL13A1	ITGA10_ITGB1	False	False	False
Q5TAT6	COMPLEX:P05556_P17301	COL13A1	ITGB1_ITGA2	False	False	False
Q5TAT6	COMPLEX:P05556_P56199	COL13A1	ITGB1_ITGA1	False	False	False
Q5TAT6	COMPLEX:P05556_Q9UKX5	COL13A1	ITGB1_ITGA11	False	False	False
Q5VY80	COMPLEX:P26718_Q9UBK5	RAET1L	KLRK1_HCST	True	False	False
Q68D85	O14931	NCR3LG1	NCR3	True	False	False
Q6H3X3	COMPLEX:P26718_Q9UBK5	RAET1G	KLRK1_HCST	True	False	False
Q6UVK1	COMPLEX:P05556_P26006	CSPG4	ITGB1_ITGA3	False	False	False
Q6UW88	P00533	EPGN	EGFR	True	False	False
Q6UY11	P46531	DLK2	NOTCH1	True	True	False
Q7Z6A9	P11912	BTLA	CD79A	False	False	False
Q7Z6A9	P20963	BTLA	CD247	False	False	False
Q7Z6A9	Q92956	BTLA	TNFRSF14	False	False	False
Q86YL7	Q9P126	PDPN	CLEC1B	False	False	False
Q86YT9	P78310	JAML	CXADR	False	True	False
Q8IWV2	P23470	CNTN4	PTPRG	True	True	False
Q8N0W4	P58400	NLGN4X	NRXN1	False	True	False
Q8N126	Q15223	CADM3	NECTIN1	False	True	False
Q8N2Q7	P58400	NLGN1	NRXN1	True	True	False
Q8N2Q7	Q9HDB5	NLGN1	NRXN3	False	True	False
Q8N2Q7	Q9P2S2	NLGN1	NRXN2	True	True	False
Q8N6Q3	P16284	CD177	PECAM1	True	True	False
Q8NFY4	COMPLEX:O43914_Q9NZC2_Q9UIW2	SEMA6D	TYROBP_TREM2_PLXNA1	True	False	False
Q8NFY4	COMPLEX:P35968_Q9UIW2	SEMA6D	KDR_PLXNA1	True	False	False
Q8NFZ4	P58400	NLGN2	NRXN1	True	True	False
Q8NFZ4	Q9HDB5	NLGN2	NRXN3	False	True	False
Q8NFZ4	Q9P2S2	NLGN2	NRXN2	True	True	False
Q8NHJ6	Q6GTX8	LILRB4	LAIR1	False	False	False
Q8TD07	COMPLEX:P26718_Q9UBK5	RAET1E	KLRK1_HCST	True	False	False
Q8TD46	P41217	CD200R1	CD200	True	True	False
Q8WVN6	P09564	SECTM1	CD7	True	False	False
Q8WWG1	COMPLEX:P04626_Q15303	NRG4	ERBB2_ERBB4	True	False	False
Q8WWG1	P00533	NRG4	EGFR	True	False	False
Q92692	P40200	NECTIN2	CD96	True	True	False
Q92692	Q15762	NECTIN2	CD226	True	True	False
Q92692	Q495A1	NECTIN2	TIGIT	True	True	False
Q92838	Q9HAV5	EDA	EDA2R	True	False	False
Q92838	Q9UNE0	EDA	EDAR	True	False	False
Q92854	O15031	SEMA4D	PLXNB2	False	False	False
Q92854	O43157	SEMA4D	PLXNB1	False	False	False
Q92854	P04626	SEMA4D	ERBB2	False	False	False
Q92854	P08581	SEMA4D	MET	False	False	False
Q92854	Q9ULL4	SEMA4D	PLXNB3	False	False	False
Q96D42	A8K4G0	HAVCR1	CD300LB	False	False	False
Q96H15	Q96D42	TIMD4	HAVCR1	False	False	False
Q96NY8	Q495A1	NECTIN4	TIGIT	True	True	False
Q96PX8	P23468	SLITRK1	PTPRD	False	True	False
Q96PX8	Q13332	SLITRK1	PTPRS	False	True	False
Q99965	P05556	ADAM2	ITGB1	False	True	False
Q99965	P23229	ADAM2	ITGA6	False	True	False
Q99965	P26010	ADAM2	ITGB7	False	True	False
Q99965	Q13797	ADAM2	ITGA9	False	True	False
Q9BQ51	Q15116	PDCD1LG2	PDCD1	True	False	False
Q9BX67	COMPLEX:P05107_P11215	JAM3	ITGB2_ITGAM	True	True	False
Q9BX67	P05556	JAM3	ITGB1	True	True	False
Q9BZM4	COMPLEX:P26718_Q9UBK5	ULBP3	KLRK1_HCST	True	False	False
Q9BZM5	COMPLEX:P26718_Q9UBK5	ULBP2	KLRK1_HCST	True	False	False
Q9BZM6	COMPLEX:P26718_Q9UBK5	ULBP1	KLRK1_HCST	True	False	False
Q9C0C4	O15031	SEMA4C	PLXNB2	False	False	False
Q9H156	P23468	SLITRK2	PTPRD	False	True	False
Q9H156	Q13332	SLITRK2	PTPRS	False	True	False
Q9H2E6	O75051	SEMA6A	PLXNA2	False	False	False
Q9H2E6	Q9HCM2	SEMA6A	PLXNA4	False	False	False
Q9H2U9	P13612	ADAM7	ITGA4	False	True	False
Q9H2U9	P26010	ADAM7	ITGB7	False	True	False
Q9H3S1	COMPLEX:O14786_O75051	SEMA4A	NRP1_PLXNA2	False	True	False
Q9H3S1	COMPLEX:O14786_P51805	SEMA4A	NRP1_PLXNA3	False	True	False
Q9H3S1	COMPLEX:O14786_Q9HCM2	SEMA4A	NRP1_PLXNA4	False	True	False
Q9H3S1	COMPLEX:O14786_Q9UIW2	SEMA4A	NRP1_PLXNA1	False	True	False
Q9H3S1	O15031	SEMA4A	PLXNB2	False	False	False
Q9H3S1	O43157	SEMA4A	PLXNB1	False	False	False
Q9H3S1	Q8N423	SEMA4A	LILRB2	False	True	False
Q9H3S1	Q9ULL4	SEMA4A	PLXNB3	False	False	False
Q9H3S1	Q9Y4D7	SEMA4A	PLXND1	False	False	False
Q9H3T3	O75051	SEMA6B	PLXNA2	True	False	False
Q9H3T3	Q9HCM2	SEMA6B	PLXNA4	True	False	False
Q9H5Y7	Q13332	SLITRK6	PTPRS	False	True	False
Q9HDB5	Q8N2Q7	NRXN3	NLGN1	False	True	False
Q9HDB5	Q8NFZ4	NRXN3	NLGN2	False	True	False
Q9HDB5	Q9NZ94	NRXN3	NLGN3	False	True	False
Q9NNX6	P13688	CD209	CEACAM1	True	True	False
Q9NPR2	Q96PD2	SEMA4B	DCBLD2	True	False	False
Q9NQS3	P15151	NECTIN3	PVR	False	True	False
Q9NQS3	Q15223	NECTIN3	NECTIN1	False	True	False
Q9NQS3	Q495A1	NECTIN3	TIGIT	False	True	False
Q9NQS3	Q92692	NECTIN3	NECTIN2	False	True	False
Q9NR61	P46531	DLL4	NOTCH1	True	True	False
Q9NR61	Q04721	DLL4	NOTCH2	True	False	False
Q9NR61	Q99466	DLL4	NOTCH4	True	False	False
Q9NR61	Q9UM47	DLL4	NOTCH3	True	False	False
Q9NRA1	P09619	PDGFC	PDGFRB	True	False	False
Q9NRA1	P16234	PDGFC	PDGFRA	True	False	False
Q9NRA1	P17948	PDGFC	FLT1	True	False	False
Q9NRA1	P35916	PDGFC	FLT4	True	False	False
Q9NRA1	P35968	PDGFC	KDR	True	False	False
Q9NT99	P10586	LRRC4B	PTPRF	True	True	False
Q9NT99	P23468	LRRC4B	PTPRD	True	True	False
Q9NT99	Q13332	LRRC4B	PTPRS	True	True	False
Q9NTN9	O15031	SEMA4G	PLXNB2	False	False	False
Q9NYJ7	P46531	DLL3	NOTCH1	True	True	False
Q9NYJ7	Q04721	DLL3	NOTCH2	True	False	False
Q9NYJ7	Q99466	DLL3	NOTCH4	True	False	False
Q9NYJ7	Q9UM47	DLL3	NOTCH3	True	False	False
Q9NZ53	P14151	PODXL2	SELL	True	True	False
Q9NZ94	P58400	NLGN3	NRXN1	True	True	False
Q9NZ94	Q9HDB5	NLGN3	NRXN3	False	True	False
Q9NZ94	Q9P2S2	NLGN3	NRXN2	True	True	False
Q9NZN1	P10586	IL1RAPL1	PTPRF	False	True	False
Q9NZN1	P23468	IL1RAPL1	PTPRD	False	True	False
Q9NZN1	Q13332	IL1RAPL1	PTPRS	False	True	False
Q9NZQ7	P33681	CD274	CD80	True	False	False
Q9NZQ7	Q15116	CD274	PDCD1	True	False	False
Q9P126	Q12918	CLEC1B	KLRB1	False	False	False
Q9P126	Q86YL7	CLEC1B	PDPN	False	False	False
Q9P1W8	Q08722	SIRPG	CD47	False	True	False
Q9P283	P51805	SEMA5B	PLXNA3	True	False	False
Q9P283	Q9UIW2	SEMA5B	PLXNA1	True	False	False
Q9UBR5	O75581	CKLF	LRP6	True	False	False
Q9UBR5	P51679	CKLF	CCR4	True	False	False
Q9UEF7	P11362	KL	FGFR1	True	False	False
Q9UHP7	Q12918	CLEC2D	KLRB1	True	False	False
Q9UKF5	P13612	ADAM29	ITGA4	False	True	False
Q9UKQ2	P13612	ADAM28	ITGA4	False	True	False
Q9UM44	Q96BF3	HHLA2	TMIGD2	False	False	False
Q9UMF0	P05107	ICAM5	ITGB2	True	True	False
Q9UMF0	P20701	ICAM5	ITGAL	True	True	False
Q9UNG2	Q9Y5U5	TNFSF18	TNFRSF18	True	False	False
Q9Y219	P46531	JAG2	NOTCH1	True	True	False
Q9Y219	Q04721	JAG2	NOTCH2	True	False	False
Q9Y219	Q99466	JAG2	NOTCH4	True	False	False
Q9Y219	Q9UM47	JAG2	NOTCH3	True	False	False
Q9Y275	O14836	TNFSF13B	TNFRSF13B	True	False	False
Q9Y275	P02786	TNFSF13B	TFRC	True	False	False
Q9Y275	P04440	TNFSF13B	HLA-DPB1	True	False	False
Q9Y275	P25942	TNFSF13B	CD40	True	True	False
Q9Y275	Q02223	TNFSF13B	TNFRSF17	True	False	False
Q9Y275	Q96RJ3	TNFSF13B	TNFRSF13C	True	False	False
Q9Y624	COMPLEX:P05107_P20701	F11R	ITGB2_ITGAL	False	False	False
A6NMZ7	COMPLEX:O75578_P05556	COL6A6	ITGA10_ITGB1	True	True	False
A6NMZ7	COMPLEX:P05556_P17301	COL6A6	ITGB1_ITGA2	True	True	False
A6NMZ7	COMPLEX:P05556_P26006	COL6A6	ITGB1_ITGA3	True	True	False
A6NMZ7	COMPLEX:P05556_P56199	COL6A6	ITGB1_ITGA1	True	True	False
A6NMZ7	COMPLEX:P05556_Q13797	COL6A6	ITGB1_ITGA9	True	True	False
A6NMZ7	COMPLEX:P05556_Q9UKX5	COL6A6	ITGB1_ITGA11	True	True	False
A6NMZ7	COMPLEX:P06756_P26012	COL6A6	ITGAV_ITGB8	True	True	False
A6NMZ7	P16070	COL6A6	CD44	True	True	False
A6NMZ7	P18827	COL6A6	SDC1	True	True	False
A6NMZ7	Q9HCN6	COL6A6	GP6	True	True	False
A8TX70	COMPLEX:O75578_P05556	COL6A5	ITGA10_ITGB1	False	False	False
A8TX70	COMPLEX:P05556_P17301	COL6A5	ITGB1_ITGA2	False	False	False
A8TX70	COMPLEX:P05556_P26006	COL6A5	ITGB1_ITGA3	False	False	False
A8TX70	COMPLEX:P05556_P56199	COL6A5	ITGB1_ITGA1	False	False	False
A8TX70	COMPLEX:P05556_Q13797	COL6A5	ITGB1_ITGA9	False	False	False
A8TX70	COMPLEX:P05556_Q9UKX5	COL6A5	ITGB1_ITGA11	False	False	False
A8TX70	COMPLEX:P06756_P26012	COL6A5	ITGAV_ITGB8	False	False	False
A8TX70	P16070	COL6A5	CD44	True	True	False
A8TX70	P18827	COL6A5	SDC1	True	True	False
A8TX70	Q9HCN6	COL6A5	GP6	True	True	False
COMPLEX:Q5H8C1_Q6UXI9_Q86XX4	COMPLEX:P05556_P53708	FREM1_NPNT_FRAS1	ITGB1_ITGA8	True	True	False
COMPLEX:Q5SZK8_Q6UXI9_Q86XX4	COMPLEX:P05556_P53708	FREM2_NPNT_FRAS1	ITGB1_ITGA8	True	True	False
O00468	O15146	AGRN	MUSK	False	True	False
O00468	O75096	AGRN	LRP4	False	True	False
O00468	P05556	AGRN	ITGB1	False	True	False
O00468	P98164	AGRN	LRP2	False	True	False
O00468	Q07954	AGRN	LRP1	False	True	False
O00468	Q14118	AGRN	DAG1	False	True	False
O15230	COMPLEX:P05556_P17301	LAMA5	ITGB1_ITGA2	True	True	False
O15230	COMPLEX:P05556_P23229	LAMA5	ITGB1_ITGA6	True	True	False
O15230	COMPLEX:P05556_P26006	LAMA5	ITGB1_ITGA3	True	True	False
O15230	COMPLEX:P05556_Q13683	LAMA5	ITGB1_ITGA7	True	True	False
O15230	COMPLEX:P05556_Q13797	LAMA5	ITGB1_ITGA9	True	True	False
O15230	COMPLEX:P06756_P26012	LAMA5	ITGAV_ITGB8	True	True	False
O15230	COMPLEX:P16144_P23229	LAMA5	ITGB4_ITGA6	True	True	False
O15230	P16070	LAMA5	CD44	True	True	False
O15230	P18827	LAMA5	SDC1	True	True	False
O15230	P50895	LAMA5	BCAM	True	True	False
O15230	Q14118	LAMA5	DAG1	True	True	False
O15335	COMPLEX:P05556_P17301	CHAD	ITGB1_ITGA2	True	True	False
P02452	COMPLEX:O75578_P05556	COL1A1	ITGA10_ITGB1	False	True	False
P02452	COMPLEX:P05556_P17301	COL1A1	ITGB1_ITGA2	False	True	False
P02452	COMPLEX:P05556_P26006	COL1A1	ITGB1_ITGA3	False	True	False
P02452	COMPLEX:P05556_P56199	COL1A1	ITGB1_ITGA1	False	True	False
P02452	COMPLEX:P05556_Q13797	COL1A1	ITGB1_ITGA9	False	True	False
P02452	COMPLEX:P05556_Q9UKX5	COL1A1	ITGB1_ITGA11	False	True	False
P02452	COMPLEX:P06756_P26012	COL1A1	ITGAV_ITGB8	False	True	False
P02452	P08648	COL1A1	ITGA5	False	True	False
P02452	P16070	COL1A1	CD44	False	True	False
P02452	P16671	COL1A1	CD36	False	True	False
P02452	P18827	COL1A1	SDC1	False	True	False
P02452	P35916	COL1A1	FLT4	False	True	False
P02452	Q08345	COL1A1	DDR1	False	True	False
P02452	Q16832	COL1A1	DDR2	False	True	False
P02452	Q9HCN6	COL1A1	GP6	False	True	False
P02452	Q9NPY3	COL1A1	CD93	False	True	False
P02458	COMPLEX:O75578_P05556	COL2A1	ITGA10_ITGB1	False	True	False
P02458	COMPLEX:P05556_P17301	COL2A1	ITGB1_ITGA2	False	True	False
P02458	COMPLEX:P05556_P26006	COL2A1	ITGB1_ITGA3	False	True	False
P02458	COMPLEX:P05556_P56199	COL2A1	ITGB1_ITGA1	False	True	False
P02458	COMPLEX:P05556_Q13797	COL2A1	ITGB1_ITGA9	False	True	False
P02458	COMPLEX:P05556_Q9UKX5	COL2A1	ITGB1_ITGA11	False	True	False
P02458	COMPLEX:P06756_P26012	COL2A1	ITGAV_ITGB8	False	True	False
P02458	O00220	COL2A1	TNFRSF10A	False	True	False
P02458	P08514	COL2A1	ITGA2B	False	True	False
P02458	P16070	COL2A1	CD44	False	True	False
P02458	P18827	COL2A1	SDC1	False	True	False
P02458	Q08345	COL2A1	DDR1	False	True	False
P02458	Q9HCN6	COL2A1	GP6	False	True	False
P02462	COMPLEX:O75578_P05556	COL4A1	ITGA10_ITGB1	False	True	False
P02462	COMPLEX:P05556_P17301	COL4A1	ITGB1_ITGA2	False	True	False
P02462	COMPLEX:P05556_P26006	COL4A1	ITGB1_ITGA3	False	True	False
P02462	COMPLEX:P05556_P56199	COL4A1	ITGB1_ITGA1	False	True	False
P02462	COMPLEX:P05556_Q13797	COL4A1	ITGB1_ITGA9	False	True	False
P02462	COMPLEX:P05556_Q9UKX5	COL4A1	ITGB1_ITGA11	False	True	False
P02462	COMPLEX:P06756_P26012	COL4A1	ITGAV_ITGB8	False	True	False
P02462	P16070	COL4A1	CD44	False	True	False
P02462	P18827	COL4A1	SDC1	False	True	False
P02462	Q08722	COL4A1	CD47	False	True	False
P02462	Q9HCN6	COL4A1	GP6	False	True	False
P02462	Q9NPY3	COL4A1	CD93	False	True	False
P02751	COMPLEX:P05106_P06756	FN1	ITGB3_ITGAV	False	True	False
P02751	COMPLEX:P05106_P08514	FN1	ITGB3_ITGA2B	False	True	False
P02751	COMPLEX:P05556_P06756	FN1	ITGB1_ITGAV	False	True	False
P02751	COMPLEX:P05556_P08648	FN1	ITGB1_ITGA5	False	True	False
P02751	COMPLEX:P05556_P13612	FN1	ITGB1_ITGA4	False	True	False
P02751	COMPLEX:P05556_P26006	FN1	ITGB1_ITGA3	False	True	False
P02751	COMPLEX:P05556_P53708	FN1	ITGB1_ITGA8	False	True	False
P02751	COMPLEX:P06756_P18564	FN1	ITGAV_ITGB6	False	True	False
P02751	COMPLEX:P06756_P26012	FN1	ITGAV_ITGB8	False	True	False
P02751	COMPLEX:P13612_P26010	FN1	ITGA4_ITGB7	False	True	False
P02751	O00300	FN1	TNFRSF11B	False	True	False
P02751	P11912	FN1	CD79A	False	True	False
P02751	P16070	FN1	CD44	False	True	False
P02751	P16473	FN1	TSHR	False	True	False
P02751	P17301	FN1	ITGA2	False	True	False
P02751	P18827	FN1	SDC1	False	True	False
P02751	P21730	FN1	C5AR1	False	True	False
P02751	P23229	FN1	ITGA6	False	True	False
P02751	P34741	FN1	SDC2	False	True	False
P02751	P35916	FN1	FLT4	False	True	False
P02751	Q03405	FN1	PLAUR	False	True	False
P02751	Q13797	FN1	ITGA9	False	True	False
P02751	Q8NAC3	FN1	IL17RC	False	True	False
P02751	Q8WZ75	FN1	ROBO4	False	True	False
P04004	COMPLEX:P05106_P06756	VTN	ITGB3_ITGAV	True	True	False
P04004	COMPLEX:P05106_P08514	VTN	ITGB3_ITGA2B	True	True	False
P04004	COMPLEX:P05556_P06756	VTN	ITGB1_ITGAV	True	True	False
P04004	COMPLEX:P05556_P53708	VTN	ITGB1_ITGA8	True	True	False
P04004	COMPLEX:P06756_P18084	VTN	ITGAV_ITGB5	True	True	False
P04004	COMPLEX:P06756_P26012	VTN	ITGAV_ITGB8	True	True	False
P04004	O00300	VTN	TNFRSF11B	True	True	False
P04004	P08648	VTN	ITGA5	True	True	False
P04004	P15151	VTN	PVR	True	True	False
P04004	P18564	VTN	ITGB6	True	True	False
P04004	P26006	VTN	ITGA3	True	True	False
P04004	P35968	VTN	KDR	True	True	False
P04004	Q03405	VTN	PLAUR	True	True	False
P04004	Q08722	VTN	CD47	True	True	False
P04275	COMPLEX:P05106_P06756	VWF	ITGB3_ITGAV	True	True	False
P04275	COMPLEX:P05106_P08514	VWF	ITGB3_ITGA2B	True	True	False
P04275	COMPLEX:P07359_P13224	VWF	GP1BA_GP1BB	True	True	False
P04275	O00300	VWF	TNFRSF11B	True	True	False
P04275	P16109	VWF	SELP	True	True	False
P04275	P78324	VWF	SIRPA	True	True	False
P04275	Q07954	VWF	LRP1	True	True	False
P04275	Q6ZMJ2	VWF	SCARA5	True	True	False
P04275	Q8WWQ8	VWF	STAB2	True	True	False
P07942	COMPLEX:P05556_P17301	LAMB1	ITGB1_ITGA2	True	True	False
P07942	COMPLEX:P05556_P23229	LAMB1	ITGB1_ITGA6	True	True	False
P07942	COMPLEX:P05556_P26006	LAMB1	ITGB1_ITGA3	True	True	False
P07942	COMPLEX:P05556_Q13683	LAMB1	ITGB1_ITGA7	True	True	False
P07942	COMPLEX:P05556_Q13797	LAMB1	ITGB1_ITGA9	True	True	False
P07942	COMPLEX:P06756_P26012	LAMB1	ITGAV_ITGB8	True	True	False
P07942	COMPLEX:P16144_P23229	LAMB1	ITGB4_ITGA6	True	True	False
P07942	P16070	LAMB1	CD44	True	True	False
P07942	P56199	LAMB1	ITGA1	True	True	False
P07942	Q14118	LAMB1	DAG1	True	True	False
P08123	COMPLEX:O75578_P05556	COL1A2	ITGA10_ITGB1	False	True	False
P08123	COMPLEX:P05556_P17301	COL1A2	ITGB1_ITGA2	False	True	False
P08123	COMPLEX:P05556_P26006	COL1A2	ITGB1_ITGA3	False	True	False
P08123	COMPLEX:P05556_P56199	COL1A2	ITGB1_ITGA1	False	True	False
P08123	COMPLEX:P05556_Q13797	COL1A2	ITGB1_ITGA9	False	True	False
P08123	COMPLEX:P05556_Q9UKX5	COL1A2	ITGB1_ITGA11	False	True	False
P08123	COMPLEX:P06756_P26012	COL1A2	ITGAV_ITGB8	False	True	False
P08123	P05106	COL1A2	ITGB3	False	True	False
P08123	P08514	COL1A2	ITGA2B	False	True	False
P08123	P16070	COL1A2	CD44	False	True	False
P08123	P16671	COL1A2	CD36	False	True	False
P08123	P18827	COL1A2	SDC1	False	True	False
P08123	P35916	COL1A2	FLT4	False	True	False
P08123	Q9HCN6	COL1A2	GP6	False	True	False
P08123	Q9NPY3	COL1A2	CD93	False	True	False
P08572	COMPLEX:O75578_P05556	COL4A2	ITGA10_ITGB1	False	True	False
P08572	COMPLEX:P05556_P17301	COL4A2	ITGB1_ITGA2	False	True	False
P08572	COMPLEX:P05556_P26006	COL4A2	ITGB1_ITGA3	False	True	False
P08572	COMPLEX:P05556_P56199	COL4A2	ITGB1_ITGA1	False	True	False
P08572	COMPLEX:P05556_Q13797	COL4A2	ITGB1_ITGA9	False	True	False
P08572	COMPLEX:P05556_Q9UKX5	COL4A2	ITGB1_ITGA11	False	True	False
P08572	COMPLEX:P06756_P26012	COL4A2	ITGAV_ITGB8	False	True	False
P08572	P05106	COL4A2	ITGB3	False	True	False
P08572	P16070	COL4A2	CD44	False	True	False
P08572	P18084	COL4A2	ITGB5	False	True	False
P08572	P18827	COL4A2	SDC1	False	True	False
P08572	Q9HCN6	COL4A2	GP6	False	True	False
P08572	Q9NPY3	COL4A2	CD93	False	True	False
P11047	COMPLEX:P05556_P17301	LAMC1	ITGB1_ITGA2	True	True	False
P11047	COMPLEX:P05556_P23229	LAMC1	ITGB1_ITGA6	True	True	False
P11047	COMPLEX:P05556_P26006	LAMC1	ITGB1_ITGA3	True	True	False
P11047	COMPLEX:P05556_Q13683	LAMC1	ITGB1_ITGA7	True	True	False
P11047	COMPLEX:P05556_Q13797	LAMC1	ITGB1_ITGA9	True	True	False
P11047	COMPLEX:P06756_P26012	LAMC1	ITGAV_ITGB8	True	True	False
P11047	COMPLEX:P16144_P23229	LAMC1	ITGB4_ITGA6	True	True	False
P11047	P16070	LAMC1	CD44	True	True	False
P11047	P56199	LAMC1	ITGA1	True	True	False
P11047	Q14118	LAMC1	DAG1	True	True	False
P12109	COMPLEX:O75578_P05556	COL6A1	ITGA10_ITGB1	False	True	False
P12109	COMPLEX:P05556_P17301	COL6A1	ITGB1_ITGA2	False	True	False
P12109	COMPLEX:P05556_P26006	COL6A1	ITGB1_ITGA3	False	True	False
P12109	COMPLEX:P05556_P56199	COL6A1	ITGB1_ITGA1	False	True	False
P12109	COMPLEX:P05556_Q13797	COL6A1	ITGB1_ITGA9	False	True	False
P12109	COMPLEX:P05556_Q9UKX5	COL6A1	ITGB1_ITGA11	False	True	False
P12109	COMPLEX:P06756_P26012	COL6A1	ITGAV_ITGB8	False	True	False
P12109	P16070	COL6A1	CD44	False	True	False
P12109	P18827	COL6A1	SDC1	False	True	False
P12109	P23229	COL6A1	ITGA6	False	True	False
P12109	Q9HCN6	COL6A1	GP6	False	True	False
P12110	COMPLEX:O75578_P05556	COL6A2	ITGA10_ITGB1	False	True	False
P12110	COMPLEX:P05556_P17301	COL6A2	ITGB1_ITGA2	False	True	False
P12110	COMPLEX:P05556_P26006	COL6A2	ITGB1_ITGA3	False	True	False
P12110	COMPLEX:P05556_P56199	COL6A2	ITGB1_ITGA1	False	True	False
P12110	COMPLEX:P05556_Q13797	COL6A2	ITGB1_ITGA9	False	True	False
P12110	COMPLEX:P05556_Q9UKX5	COL6A2	ITGB1_ITGA11	False	True	False
P12110	COMPLEX:P06756_P26012	COL6A2	ITGAV_ITGB8	False	True	False
P12110	P16070	COL6A2	CD44	False	True	False
P12110	P18827	COL6A2	SDC1	False	True	False
P12110	Q9HCN6	COL6A2	GP6	False	True	False
P12111	COMPLEX:O75578_P05556	COL6A3	ITGA10_ITGB1	True	True	False
P12111	COMPLEX:P05556_P17301	COL6A3	ITGB1_ITGA2	True	True	False
P12111	COMPLEX:P05556_P26006	COL6A3	ITGB1_ITGA3	True	True	False
P12111	COMPLEX:P05556_P56199	COL6A3	ITGB1_ITGA1	True	True	False
P12111	COMPLEX:P05556_Q13797	COL6A3	ITGB1_ITGA9	True	True	False
P12111	COMPLEX:P05556_Q9UKX5	COL6A3	ITGB1_ITGA11	True	True	False
P12111	COMPLEX:P06756_P26012	COL6A3	ITGAV_ITGB8	True	True	False
P12111	P16070	COL6A3	CD44	True	True	False
P12111	P18827	COL6A3	SDC1	True	True	False
P12111	Q9HCN6	COL6A3	GP6	True	True	False
P20849	COMPLEX:O75578_P05556	COL9A1	ITGA10_ITGB1	False	True	False
P20849	COMPLEX:P05556_P17301	COL9A1	ITGB1_ITGA2	False	True	False
P20849	COMPLEX:P05556_P26006	COL9A1	ITGB1_ITGA3	False	True	False
P20849	COMPLEX:P05556_P56199	COL9A1	ITGB1_ITGA1	False	True	False
P20849	COMPLEX:P05556_Q13797	COL9A1	ITGB1_ITGA9	False	True	False
P20849	COMPLEX:P05556_Q9UKX5	COL9A1	ITGB1_ITGA11	False	True	False
P20849	COMPLEX:P06756_P26012	COL9A1	ITGAV_ITGB8	False	False	False
P20849	P16070	COL9A1	CD44	False	True	False
P20849	P18827	COL9A1	SDC1	False	True	False
