ligand	receptor	ligand_uniprot	receptor_uniprot database
EFNA4	EPHA10	P52798	Q5JZY3	Liana_v0.1.12
EFNA4	EPHA6	P52798	Q9UF33	Liana_v0.1.12
EFNB2	EPHB6	P52799	O15197	Liana_v0.1.12
EFNB2	PECAM1	P52799	P16284	Liana_v0.1.12
EFNB2	EPHA3	P52799	P29320	Liana_v0.1.12
EFNB2	EPHB2	P52799	P29323	Liana_v0.1.12
EFNB2	GRM5	P52799	P41594	Liana_v0.1.12
EFNB2	EPHB3	P52799	P54753	Liana_v0.1.12
EFNB2	EPHB4	P52799	P54760	Liana_v0.1.12
EFNB2	EPHB1	P52799	P54762	Liana_v0.1.12
EFNB2	EPHA4	P52799	P54764	Liana_v0.1.12
EFNB2	GRM1	P52799	Q13255	Liana_v0.1.12
EFNB2	EPHA6	P52799	Q9UF33	Liana_v0.1.12
EFNA5	EPHB6	P52803	O15197	Liana_v0.1.12
EFNA5	EPHA1	P52803	P21709	Liana_v0.1.12;Cpdb_v4.1
EFNA5	EPHA2	P52803	P29317	Liana_v0.1.12;Cpdb_v4.1
EFNA5	EPHA3	P52803	P29320	Liana_v0.1.12;Cpdb_v4.1
EFNA5	EPHA8	P52803	P29322	Liana_v0.1.12;Cpdb_v4.1
EFNA5	EPHB2	P52803	P29323	Liana_v0.1.12;Cpdb_v4.1
EFNA5	EPHA5	P52803	P54756	Liana_v0.1.12;Cpdb_v4.1
EFNA5	EPHB1	P52803	P54762	Liana_v0.1.12
EFNA5	EPHA4	P52803	P54764	Liana_v0.1.12;Cpdb_v4.1
EFNA5	EPHA7	P52803	Q15375	Liana_v0.1.12;Cpdb_v4.1
EFNA5	EPHA10	P52803	Q5JZY3	Liana_v0.1.12
EFNA5	EPHA6	P52803	Q9UF33	Liana_v0.1.12
NRG3	ERBB2_ERBB4	P56975	COMPLEX:P04626_Q15303	Liana_v0.1.12
NRG3	ERBB3	P56975	P21860	Liana_v0.1.12
JAM2	ITGAV_ITGB1	P57087	COMPLEX:P05556_P06756	Liana_v0.1.12
JAM2	ITGA4_ITGB1	P57087	COMPLEX:P05556_P13612	Liana_v0.1.12
JAM2	ITGA3_ITGB1	P57087	COMPLEX:P05556_P26006	Liana_v0.1.12
NRXN1	NLGN1	P58400	Q8N2Q7	Liana_v0.1.12
NRXN1	NLGN2	P58400	Q8NFZ4	Liana_v0.1.12
NRXN1	NLGN3	P58400	Q9NZ94	Liana_v0.1.12
NRXN2	NLGN1	P58401	Q8N2Q7	Liana_v0.1.12
NRXN2	NLGN2	P58401	Q8NFZ4	Liana_v0.1.12
NRXN2	NLGN3	P58401	Q9NZ94	Liana_v0.1.12
B2M	TFRC	P61769	P02786	Liana_v0.1.12
B2M	CD3D	P61769	P04234	Liana_v0.1.12
B2M	CD1A	P61769	P06126	Liana_v0.1.12
B2M	CD3G	P61769	P09693	Liana_v0.1.12
B2M	CD247	P61769	P20963	Liana_v0.1.12
B2M	KLRC1	P61769	P26715	Liana_v0.1.12
B2M	KLRC2	P61769	P26717	Liana_v0.1.12
B2M	KIR2DL1	P61769	P43626	Liana_v0.1.12
B2M	KIR2DL3	P61769	P43628	Liana_v0.1.12
B2M	KIR3DL1	P61769	P43629	Liana_v0.1.12
B2M	KLRD1	P61769	Q13241	Liana_v0.1.12
B2M	LILRB2	P61769	Q8N423	Liana_v0.1.12
B2M	LILRB1	P61769	Q8NHL6	Liana_v0.1.12
CXADR	JAML	P78310	Q86YT9	Liana_v0.1.12
SIRPA	CD47	P78324	Q08722	Liana_v0.1.12
JAG1	CD46	P78504	P15529	Liana_v0.1.12;Cpdb_v4.1
JAG1	NOTCH1	P78504	P46531	Liana_v0.1.12;Cpdb_v4.1
JAG1	NOTCH2	P78504	Q04721	Liana_v0.1.12;Cpdb_v4.1
JAG1	NOTCH4	P78504	Q99466	Liana_v0.1.12;Cpdb_v4.1
JAG1	NOTCH3	P78504	Q9UM47	Liana_v0.1.12;Cpdb_v4.1
ADAM17	ITGB1	P78536	P05556	Liana_v0.1.12
ADAM17	MET	P78536	P08581	Liana_v0.1.12
ADAM17	ITGA5	P78536	P08648	Liana_v0.1.12
ADAM17	IL6R	P78536	P08887	Liana_v0.1.12
ADAM17	MUC1	P78536	P15941	Liana_v0.1.12
ADAM17	NOTCH1	P78536	P46531	Liana_v0.1.12
ADAM17	ERBB4	P78536	Q15303	Liana_v0.1.12
ADAM17	RHBDF2	P78536	Q6PJF5	Liana_v0.1.12
HLA-DRB3	CD4	P79483	P01730	Liana_v0.1.12
HLA-DRB3	LAG3	P79483	P18627	Liana_v0.1.12
DLK1	NOTCH1	P80370	P46531	Liana_v0.1.12;Cpdb_v4.1
DLK1	NOTCH2	P80370	Q04721	Liana_v0.1.12;Cpdb_v4.1
DLK1	NOTCH4	P80370	Q99466	Liana_v0.1.12;Cpdb_v4.1
DLK1	NOTCH3	P80370	Q9UM47	Liana_v0.1.12;Cpdb_v4.1
EFNB1	EPHB6	P98172	O15197	Liana_v0.1.12;Cpdb_v4.1
EFNB1	ERBB2	P98172	P04626	Liana_v0.1.12
EFNB1	EPHB2	P98172	P29323	Liana_v0.1.12;Cpdb_v4.1
EFNB1	EPHB3	P98172	P54753	Liana_v0.1.12;Cpdb_v4.1
EFNB1	EPHB4	P98172	P54760	Liana_v0.1.12;Cpdb_v4.1
EFNB1	EPHB1	P98172	P54762	Liana_v0.1.12;Cpdb_v4.1
EFNB1	EPHA4	P98172	P54764	Liana_v0.1.12;Cpdb_v4.1
EFNB1	EPHA6	P98172	Q9UF33	Liana_v0.1.12
CNTN2	NRP1	Q02246	O14786	Liana_v0.1.12
CNTN2	CNTN1	Q02246	Q12860	Liana_v0.1.12
CNTN2	NRCAM	Q02246	Q92823	Liana_v0.1.12
NRG1	ERBB2_ERBB3	Q02297	COMPLEX:P04626_P21860	Liana_v0.1.12
NRG1	ERBB2_ERBB4	Q02297	COMPLEX:P04626_Q15303	Liana_v0.1.12
NRG1	ITGAV_ITGB3	Q02297	COMPLEX:P05106_P06756	Liana_v0.1.12
NRG1	ADGRL1	Q02297	O94910	Liana_v0.1.12
NRG1	EGFR	Q02297	P00533	Liana_v0.1.12
NRG1	HLA-DPB1	Q02297	P04440	Liana_v0.1.12
NRG1	GPC1	Q02297	P35052	Liana_v0.1.12
NRG1	LSR	Q02297	Q86X29	Liana_v0.1.12
NRG1	NETO2	Q02297	Q8NC67	Liana_v0.1.12
NRG1	LGR4	Q02297	Q9BXB1	Liana_v0.1.12
DSG1	DSC3	Q02413	Q14574	Liana_v0.1.12
DSC2	DSG3	Q02487	P32926	Liana_v0.1.12
DSC2	DSG4	Q02487	Q86SJ6	Liana_v0.1.12
DSC1	DSG3	Q08554	P32926	Liana_v0.1.12
DSC1	DSG4	Q08554	Q86SJ6	Liana_v0.1.12
CD47	SIRPA	Q08722	P78324	Liana_v0.1.12
CD47	SIRPG	Q08722	Q9P1W8	Liana_v0.1.12
BST2	LILRA4	Q10589	P59901	Liana_v0.1.12;Cpdb_v4.1
CNTN1	PTPRZ1	Q12860	P23471	Liana_v0.1.12
CNTN1	NOTCH1	Q12860	P46531	Liana_v0.1.12;Cpdb_v4.1
CNTN1	NOTCH2	Q12860	Q04721	Liana_v0.1.12;Cpdb_v4.1
CNTN1	NRCAM	Q12860	Q92823	Liana_v0.1.12
ADAM9	ITGB1	Q13443	P05556	Liana_v0.1.12
ADAM9	ITGAV	Q13443	P06756	Liana_v0.1.12
ADAM9	ITGB5	Q13443	P18084	Liana_v0.1.12
ADAM9	ITGA6	Q13443	P23229	Liana_v0.1.12
ADAM9	ITGA3	Q13443	P26006	Liana_v0.1.12
ADAM15	ITGB3	Q13444	P05106	Liana_v0.1.12
ADAM15	ITGB1	Q13444	P05556	Liana_v0.1.12
ADAM15	ITGAV	Q13444	P06756	Liana_v0.1.12
ADAM15	ITGA5	Q13444	P08648	Liana_v0.1.12
ADAM15	ITGA9	Q13444	Q13797	Liana_v0.1.12
MADCAM1	ITGA4_ITGB7	Q13477	COMPLEX:P13612_P26010	Liana_v0.1.12
MADCAM1	CD44	Q13477	P16070	Liana_v0.1.12
SEMA5A	MET	Q13591	P08581	Liana_v0.1.12
SEMA5A	PLXNA3	Q13591	P51805	Liana_v0.1.12
SEMA5A	PLXNA1	Q13591	Q9UIW2	Liana_v0.1.12
SEMA5A	PLXNB3	Q13591	Q9ULL4	Liana_v0.1.12;Cpdb_v4.1
ALCAM	CHL1	Q13740	O00533	Liana_v0.1.12
ALCAM	NRP1	Q13740	O14786	Liana_v0.1.12
ALCAM	CD6	Q13740	P30203	Liana_v0.1.12
DSG2	DSC1	Q14126	Q08554	Liana_v0.1.12
DSG2	DSC3	Q14126	Q14574	Liana_v0.1.12
SELPLG	SIGLEC5	Q14242	O15389	Liana_v0.1.12
SELPLG	ITGB2	Q14242	P05107	Liana_v0.1.12
SELPLG	ITGAM	Q14242	P11215	Liana_v0.1.12
SELPLG	SELL	Q14242	P14151	Liana_v0.1.12
SELPLG	SELP	Q14242	P16109	Liana_v0.1.12
DSC3	DSG3	Q14574	P32926	Liana_v0.1.12
DSC3	DSG4	Q14574	Q86SJ6	Liana_v0.1.12
ICAM4	ITGB3	Q14773	P05106	Liana_v0.1.12
ICAM4	ITGB2	Q14773	P05107	Liana_v0.1.12
ICAM4	ITGB1	Q14773	P05556	Liana_v0.1.12
ICAM4	ITGAV	Q14773	P06756	Liana_v0.1.12
ICAM4	ITGA2B	Q14773	P08514	Liana_v0.1.12
ICAM4	ITGAM	Q14773	P11215	Liana_v0.1.12
ICAM4	ITGA4	Q14773	P13612	Liana_v0.1.12
ICAM4	ITGAL	Q14773	P20701	Liana_v0.1.12
NECTIN1	CD96	Q15223	P40200	Liana_v0.1.12
NECTIN1	NECTIN4	Q15223	Q96NY8	Liana_v0.1.12
EFNB3	EPHB6	Q15768	O15197	Liana_v0.1.12
EFNB3	EPHB2	Q15768	P29323	Liana_v0.1.12
EFNB3	EPHB3	Q15768	P54753	Liana_v0.1.12
EFNB3	EPHB4	Q15768	P54760	Liana_v0.1.12
EFNB3	EPHB1	Q15768	P54762	Liana_v0.1.12
EFNB3	EPHA4	Q15768	P54764	Liana_v0.1.12
NTRK3	PTPRF	Q16288	P10586	Liana_v0.1.12
NTRK3	PTPRD	Q16288	P23468	Liana_v0.1.12
NTRK3	PTPRS	Q16288	Q13332	Liana_v0.1.12
MICB	HCST_KLRK1	Q29980	COMPLEX:P26718_Q9UBK5	Liana_v0.1.12;Cpdb_v4.1
MICA	HCST_KLRK1	Q29983	COMPLEX:P26718_Q9UBK5	Liana_v0.1.12;Cpdb_v4.1
HLA-DRB5	CD4	Q30154	P01730	Liana_v0.1.12
HLA-DRB5	LAG3	Q30154	P18627	Liana_v0.1.12
TIGIT	PVR	Q495A1	P15151	Liana_v0.1.12;Cpdb_v4.1
TIGIT	NECTIN2	Q495A1	Q92692	Liana_v0.1.12;Cpdb_v4.1
IGSF11	VSIR	Q5DX21	Q9H7M9	Liana_v0.1.12
COL13A1	ITGA10_ITGB1	Q5TAT6	COMPLEX:O75578_P05556	Liana_v0.1.12
COL13A1	ITGA2_ITGB1	Q5TAT6	COMPLEX:P05556_P17301	Liana_v0.1.12
COL13A1	ITGA1_ITGB1	Q5TAT6	COMPLEX:P05556_P56199	Liana_v0.1.12
COL13A1	ITGA11_ITGB1	Q5TAT6	COMPLEX:P05556_Q9UKX5	Liana_v0.1.12
RAET1L	HCST_KLRK1	Q5VY80	COMPLEX:P26718_Q9UBK5	Liana_v0.1.12;Cpdb_v4.1
NCR3LG1	NCR3	Q68D85	O14931	Liana_v0.1.12;Cpdb_v4.1
RAET1G	HCST_KLRK1	Q6H3X3	COMPLEX:P26718_Q9UBK5	Liana_v0.1.12;Cpdb_v4.1
CSPG4	ITGA3_ITGB1	Q6UVK1	COMPLEX:P05556_P26006	Liana_v0.1.12
EPGN	EGFR	Q6UW88	P00533	Liana_v0.1.12;Cpdb_v4.1
DLK2	NOTCH1	Q6UY11	P46531	Liana_v0.1.12
BTLA	CD79A	Q7Z6A9	P11912	Liana_v0.1.12
BTLA	CD247	Q7Z6A9	P20963	Liana_v0.1.12
BTLA	TNFRSF14	Q7Z6A9	Q92956	Liana_v0.1.12
PDPN	CLEC1B	Q86YL7	Q9P126	Liana_v0.1.12
JAML	CXADR	Q86YT9	P78310	Liana_v0.1.12
CNTN4	PTPRG	Q8IWV2	P23470	Liana_v0.1.12
NLGN4X	NRXN1	Q8N0W4	P58400	Liana_v0.1.12
CADM3	NECTIN1	Q8N126	Q15223	Liana_v0.1.12;Cpdb_v4.1
NLGN1	NRXN1	Q8N2Q7	P58400	Liana_v0.1.12
NLGN1	NRXN3	Q8N2Q7	Q9HDB5	Liana_v0.1.12
NLGN1	NRXN2	Q8N2Q7	Q9P2S2	Liana_v0.1.12
CD177	PECAM1	Q8N6Q3	P16284	Liana_v0.1.12;Cpdb_v4.1
SEMA6D	PLXNA1_TREM2_TYROBP	Q8NFY4	COMPLEX:O43914_Q9NZC2_Q9UIW2	Liana_v0.1.12;Cpdb_v4.1
SEMA6D	KDR_PLXNA1	Q8NFY4	COMPLEX:P35968_Q9UIW2	Liana_v0.1.12;Cpdb_v4.1
NLGN2	NRXN1	Q8NFZ4	P58400	Liana_v0.1.12
NLGN2	NRXN3	Q8NFZ4	Q9HDB5	Liana_v0.1.12
NLGN2	NRXN2	Q8NFZ4	Q9P2S2	Liana_v0.1.12
LILRB4	LAIR1	Q8NHJ6	Q6GTX8	Liana_v0.1.12
RAET1E	HCST_KLRK1	Q8TD07	COMPLEX:P26718_Q9UBK5	Liana_v0.1.12;Cpdb_v4.1
CD200R1	CD200	Q8TD46	P41217	Liana_v0.1.12
SECTM1	CD7	Q8WVN6	P09564	Liana_v0.1.12
NRG4	ERBB2_ERBB4	Q8WWG1	COMPLEX:P04626_Q15303	Liana_v0.1.12
NRG4	EGFR	Q8WWG1	P00533	Liana_v0.1.12
NECTIN2	CD96	Q92692	P40200	Liana_v0.1.12
NECTIN2	CD226	Q92692	Q15762	Liana_v0.1.12
NECTIN2	TIGIT	Q92692	Q495A1	Liana_v0.1.12
EDA	EDA2R	Q92838	Q9HAV5	Liana_v0.1.12
EDA	EDAR	Q92838	Q9UNE0	Liana_v0.1.12
SEMA4D	PLXNB2	Q92854	O15031	Liana_v0.1.12
SEMA4D	PLXNB1	Q92854	O43157	Liana_v0.1.12
SEMA4D	ERBB2	Q92854	P04626	Liana_v0.1.12
SEMA4D	MET	Q92854	P08581	Liana_v0.1.12
SEMA4D	PLXNB3	Q92854	Q9ULL4	Liana_v0.1.12
HAVCR1	CD300LB	Q96D42	A8K4G0	Liana_v0.1.12
TIMD4	HAVCR1	Q96H15	Q96D42	Liana_v0.1.12
NECTIN4	TIGIT	Q96NY8	Q495A1	Liana_v0.1.12
SLITRK1	PTPRD	Q96PX8	P23468	Liana_v0.1.12;Cpdb_v4.1
SLITRK1	PTPRS	Q96PX8	Q13332	Liana_v0.1.12;Cpdb_v4.1
ADAM2	ITGB1	Q99965	P05556	Liana_v0.1.12
ADAM2	ITGA6	Q99965	P23229	Liana_v0.1.12
ADAM2	ITGB7	Q99965	P26010	Liana_v0.1.12
ADAM2	ITGA9	Q99965	Q13797	Liana_v0.1.12
PDCD1LG2	PDCD1	Q9BQ51	Q15116	Liana_v0.1.12
JAM3	ITGAM_ITGB2	Q9BX67	COMPLEX:P05107_P11215	Liana_v0.1.12
JAM3	ITGB1	Q9BX67	P05556	Liana_v0.1.12
ULBP3	HCST_KLRK1	Q9BZM4	COMPLEX:P26718_Q9UBK5	Liana_v0.1.12;Cpdb_v4.1
ULBP2	HCST_KLRK1	Q9BZM5	COMPLEX:P26718_Q9UBK5	Liana_v0.1.12;Cpdb_v4.1
ULBP1	HCST_KLRK1	Q9BZM6	COMPLEX:P26718_Q9UBK5	Liana_v0.1.12
SEMA4C	PLXNB2	Q9C0C4	O15031	Liana_v0.1.12
SLITRK2	PTPRD	Q9H156	P23468	Liana_v0.1.12;Cpdb_v4.1
SLITRK2	PTPRS	Q9H156	Q13332	Liana_v0.1.12;Cpdb_v4.1
SEMA6A	PLXNA2	Q9H2E6	O75051	Liana_v0.1.12
SEMA6A	PLXNA4	Q9H2E6	Q9HCM2	Liana_v0.1.12
ADAM7	ITGA4	Q9H2U9	P13612	Liana_v0.1.12
ADAM7	ITGB7	Q9H2U9	P26010	Liana_v0.1.12
SEMA4A	NRP1_PLXNA2	Q9H3S1	COMPLEX:O14786_O75051	Liana_v0.1.12
SEMA4A	NRP1_PLXNA3	Q9H3S1	COMPLEX:O14786_P51805	Liana_v0.1.12
SEMA4A	NRP1_PLXNA4	Q9H3S1	COMPLEX:O14786_Q9HCM2	Liana_v0.1.12
SEMA4A	NRP1_PLXNA1	Q9H3S1	COMPLEX:O14786_Q9UIW2	Liana_v0.1.12
SEMA4A	PLXNB2	Q9H3S1	O15031	Liana_v0.1.12
SEMA4A	PLXNB1	Q9H3S1	O43157	Liana_v0.1.12
SEMA4A	LILRB2	Q9H3S1	Q8N423	Liana_v0.1.12
SEMA4A	PLXNB3	Q9H3S1	Q9ULL4	Liana_v0.1.12
SEMA4A	PLXND1	Q9H3S1	Q9Y4D7	Liana_v0.1.12;Cpdb_v4.1
SEMA6B	PLXNA2	Q9H3T3	O75051	Liana_v0.1.12
SEMA6B	PLXNA4	Q9H3T3	Q9HCM2	Liana_v0.1.12
SLITRK6	PTPRS	Q9H5Y7	Q13332	Liana_v0.1.12;Cpdb_v4.1
NRXN3	NLGN1	Q9HDB5	Q8N2Q7	Liana_v0.1.12
NRXN3	NLGN2	Q9HDB5	Q8NFZ4	Liana_v0.1.12
NRXN3	NLGN3	Q9HDB5	Q9NZ94	Liana_v0.1.12
CD209	CEACAM1	Q9NNX6	P13688	Liana_v0.1.12
SEMA4B	DCBLD2	Q9NPR2	Q96PD2	Liana_v0.1.12
NECTIN3	PVR	Q9NQS3	P15151	Liana_v0.1.12;Cpdb_v4.1
NECTIN3	NECTIN1	Q9NQS3	Q15223	Liana_v0.1.12;Cpdb_v4.1
NECTIN3	TIGIT	Q9NQS3	Q495A1	Liana_v0.1.12
NECTIN3	NECTIN2	Q9NQS3	Q92692	Liana_v0.1.12;Cpdb_v4.1
DLL4	NOTCH1	Q9NR61	P46531	Liana_v0.1.12;Cpdb_v4.1
DLL4	NOTCH2	Q9NR61	Q04721	Liana_v0.1.12;Cpdb_v4.1
DLL4	NOTCH4	Q9NR61	Q99466	Liana_v0.1.12;Cpdb_v4.1
DLL4	NOTCH3	Q9NR61	Q9UM47	Liana_v0.1.12;Cpdb_v4.1
PDGFC	PDGFRB	Q9NRA1	P09619	Liana_v0.1.12
PDGFC	PDGFRA	Q9NRA1	P16234	Liana_v0.1.12;Cpdb_v4.1
PDGFC	FLT1	Q9NRA1	P17948	Liana_v0.1.12
PDGFC	FLT4	Q9NRA1	P35916	Liana_v0.1.12
PDGFC	KDR	Q9NRA1	P35968	Liana_v0.1.12
LRRC4B	PTPRF	Q9NT99	P10586	Liana_v0.1.12;Cpdb_v4.1
LRRC4B	PTPRD	Q9NT99	P23468	Liana_v0.1.12;Cpdb_v4.1
LRRC4B	PTPRS	Q9NT99	Q13332	Liana_v0.1.12;Cpdb_v4.1
SEMA4G	PLXNB2	Q9NTN9	O15031	Liana_v0.1.12;Cpdb_v4.1
DLL3	NOTCH1	Q9NYJ7	P46531	Liana_v0.1.12;Cpdb_v4.1
DLL3	NOTCH2	Q9NYJ7	Q04721	Liana_v0.1.12;Cpdb_v4.1
DLL3	NOTCH4	Q9NYJ7	Q99466	Liana_v0.1.12;Cpdb_v4.1
DLL3	NOTCH3	Q9NYJ7	Q9UM47	Liana_v0.1.12;Cpdb_v4.1
PODXL2	SELL	Q9NZ53	P14151	Liana_v0.1.12
NLGN3	NRXN1	Q9NZ94	P58400	Liana_v0.1.12
NLGN3	NRXN3	Q9NZ94	Q9HDB5	Liana_v0.1.12
NLGN3	NRXN2	Q9NZ94	Q9P2S2	Liana_v0.1.12
IL1RAPL1	PTPRF	Q9NZN1	P10586	Liana_v0.1.12
IL1RAPL1	PTPRD	Q9NZN1	P23468	Liana_v0.1.12
IL1RAPL1	PTPRS	Q9NZN1	Q13332	Liana_v0.1.12
CD274	CD80	Q9NZQ7	P33681	Liana_v0.1.12
CD274	PDCD1	Q9NZQ7	Q15116	Liana_v0.1.12
CLEC1B	KLRB1	Q9P126	Q12918	Liana_v0.1.12
CLEC1B	PDPN	Q9P126	Q86YL7	Liana_v0.1.12
SIRPG	CD47	Q9P1W8	Q08722	Liana_v0.1.12;Cpdb_v4.1
SEMA5B	PLXNA3	Q9P283	P51805	Liana_v0.1.12
SEMA5B	PLXNA1	Q9P283	Q9UIW2	Liana_v0.1.12
CKLF	LRP6	Q9UBR5	O75581	Liana_v0.1.12
CKLF	CCR4	Q9UBR5	P51679	Liana_v0.1.12
KL	FGFR1	Q9UEF7	P11362	Liana_v0.1.12
CLEC2D	KLRB1	Q9UHP7	Q12918	Liana_v0.1.12
ADAM29	ITGA4	Q9UKF5	P13612	Liana_v0.1.12
ADAM28	ITGA4	Q9UKQ2	P13612	Liana_v0.1.12
HHLA2	TMIGD2	Q9UM44	Q96BF3	Liana_v0.1.12
ICAM5	ITGB2	Q9UMF0	P05107	Liana_v0.1.12
ICAM5	ITGAL	Q9UMF0	P20701	Liana_v0.1.12
TNFSF18	TNFRSF18	Q9UNG2	Q9Y5U5	Liana_v0.1.12;Cpdb_v4.1
JAG2	NOTCH1	Q9Y219	P46531	Liana_v0.1.12;Cpdb_v4.1
JAG2	NOTCH2	Q9Y219	Q04721	Liana_v0.1.12;Cpdb_v4.1
JAG2	NOTCH4	Q9Y219	Q99466	Liana_v0.1.12;Cpdb_v4.1
JAG2	NOTCH3	Q9Y219	Q9UM47	Liana_v0.1.12;Cpdb_v4.1
TNFSF13B	TNFRSF13B	Q9Y275	O14836	Liana_v0.1.12;Cpdb_v4.1
TNFSF13B	TFRC	Q9Y275	P02786	Liana_v0.1.12
TNFSF13B	HLA-DPB1	Q9Y275	P04440	Liana_v0.1.12
TNFSF13B	CD40	Q9Y275	P25942	Liana_v0.1.12
TNFSF13B	TNFRSF17	Q9Y275	Q02223	Liana_v0.1.12;Cpdb_v4.1
TNFSF13B	TNFRSF13C	Q9Y275	Q96RJ3	Liana_v0.1.12;Cpdb_v4.1
F11R	ITGAL_ITGB2	Q9Y624	COMPLEX:P05107_P20701	Liana_v0.1.12
COL6A6	ITGA10_ITGB1	A6NMZ7	COMPLEX:O75578_P05556	Liana_v0.1.12
COL6A6	ITGA2_ITGB1	A6NMZ7	COMPLEX:P05556_P17301	Liana_v0.1.12
COL6A6	ITGA3_ITGB1	A6NMZ7	COMPLEX:P05556_P26006	Liana_v0.1.12
COL6A6	ITGA1_ITGB1	A6NMZ7	COMPLEX:P05556_P56199	Liana_v0.1.12
COL6A6	ITGA9_ITGB1	A6NMZ7	COMPLEX:P05556_Q13797	Liana_v0.1.12
COL6A6	ITGA11_ITGB1	A6NMZ7	COMPLEX:P05556_Q9UKX5	Liana_v0.1.12
COL6A6	ITGAV_ITGB8	A6NMZ7	COMPLEX:P06756_P26012	Liana_v0.1.12
COL6A6	CD44	A6NMZ7	P16070	Liana_v0.1.12
COL6A6	SDC1	A6NMZ7	P18827	Liana_v0.1.12
COL6A6	GP6	A6NMZ7	Q9HCN6	Liana_v0.1.12
COL6A5	ITGA10_ITGB1	A8TX70	COMPLEX:O75578_P05556	Liana_v0.1.12
COL6A5	ITGA2_ITGB1	A8TX70	COMPLEX:P05556_P17301	Liana_v0.1.12
COL6A5	ITGA3_ITGB1	A8TX70	COMPLEX:P05556_P26006	Liana_v0.1.12
COL6A5	ITGA1_ITGB1	A8TX70	COMPLEX:P05556_P56199	Liana_v0.1.12
COL6A5	ITGA9_ITGB1	A8TX70	COMPLEX:P05556_Q13797	Liana_v0.1.12
COL6A5	ITGA11_ITGB1	A8TX70	COMPLEX:P05556_Q9UKX5	Liana_v0.1.12
COL6A5	ITGAV_ITGB8	A8TX70	COMPLEX:P06756_P26012	Liana_v0.1.12
COL6A5	CD44	A8TX70	P16070	Liana_v0.1.12
COL6A5	SDC1	A8TX70	P18827	Liana_v0.1.12
COL6A5	GP6	A8TX70	Q9HCN6	Liana_v0.1.12
FRAS1_FREM1_NPNT	ITGA8_ITGB1	COMPLEX:Q5H8C1_Q6UXI9_Q86XX4	COMPLEX:P05556_P53708	Liana_v0.1.12
FRAS1_FREM2_NPNT	ITGA8_ITGB1	COMPLEX:Q5SZK8_Q6UXI9_Q86XX4	COMPLEX:P05556_P53708	Liana_v0.1.12
AGRN	MUSK	O00468	O15146	Liana_v0.1.12
AGRN	LRP4	O00468	O75096	Liana_v0.1.12
AGRN	ITGB1	O00468	P05556	Liana_v0.1.12
AGRN	LRP2	O00468	P98164	Liana_v0.1.12
AGRN	LRP1	O00468	Q07954	Liana_v0.1.12
AGRN	DAG1	O00468	Q14118	Liana_v0.1.12
LAMA5	ITGA2_ITGB1	O15230	COMPLEX:P05556_P17301	Liana_v0.1.12
LAMA5	ITGA6_ITGB1	O15230	COMPLEX:P05556_P23229	Liana_v0.1.12
LAMA5	ITGA3_ITGB1	O15230	COMPLEX:P05556_P26006	Liana_v0.1.12
LAMA5	ITGA7_ITGB1	O15230	COMPLEX:P05556_Q13683	Liana_v0.1.12
LAMA5	ITGA9_ITGB1	O15230	COMPLEX:P05556_Q13797	Liana_v0.1.12
LAMA5	ITGAV_ITGB8	O15230	COMPLEX:P06756_P26012	Liana_v0.1.12
LAMA5	ITGA6_ITGB4	O15230	COMPLEX:P16144_P23229	Liana_v0.1.12
LAMA5	CD44	O15230	P16070	Liana_v0.1.12
LAMA5	SDC1	O15230	P18827	Liana_v0.1.12
LAMA5	BCAM	O15230	P50895	Liana_v0.1.12
LAMA5	DAG1	O15230	Q14118	Liana_v0.1.12
CHAD	ITGA2_ITGB1	O15335	COMPLEX:P05556_P17301	Liana_v0.1.12
COL1A1	ITGA10_ITGB1	P02452	COMPLEX:O75578_P05556	Liana_v0.1.12
COL1A1	ITGA2_ITGB1	P02452	COMPLEX:P05556_P17301	Liana_v0.1.12
COL1A1	ITGA3_ITGB1	P02452	COMPLEX:P05556_P26006	Liana_v0.1.12
COL1A1	ITGA1_ITGB1	P02452	COMPLEX:P05556_P56199	Liana_v0.1.12
COL1A1	ITGA9_ITGB1	P02452	COMPLEX:P05556_Q13797	Liana_v0.1.12
COL1A1	ITGA11_ITGB1	P02452	COMPLEX:P05556_Q9UKX5	Liana_v0.1.12
COL1A1	ITGAV_ITGB8	P02452	COMPLEX:P06756_P26012	Liana_v0.1.12
COL1A1	ITGA5	P02452	P08648	Liana_v0.1.12
COL1A1	CD44	P02452	P16070	Liana_v0.1.12
COL1A1	CD36	P02452	P16671	Liana_v0.1.12
COL1A1	SDC1	P02452	P18827	Liana_v0.1.12
COL1A1	FLT4	P02452	P35916	Liana_v0.1.12
COL1A1	DDR1	P02452	Q08345	Liana_v0.1.12
COL1A1	DDR2	P02452	Q16832	Liana_v0.1.12
COL1A1	GP6	P02452	Q9HCN6	Liana_v0.1.12
COL1A1	CD93	P02452	Q9NPY3	Liana_v0.1.12
COL2A1	ITGA10_ITGB1	P02458	COMPLEX:O75578_P05556	Liana_v0.1.12
COL2A1	ITGA2_ITGB1	P02458	COMPLEX:P05556_P17301	Liana_v0.1.12
COL2A1	ITGA3_ITGB1	P02458	COMPLEX:P05556_P26006	Liana_v0.1.12
COL2A1	ITGA1_ITGB1	P02458	COMPLEX:P05556_P56199	Liana_v0.1.12
COL2A1	ITGA9_ITGB1	P02458	COMPLEX:P05556_Q13797	Liana_v0.1.12
