"source" "target" "source_genesymbol" "target_genesymbol" "category_intercell_source" "database_intercell_source" "category_intercell_target" "database_intercell_target" "sources" "references"
"58" "O75888" "P25445" "TNFSF13" "FAS" "cell_surface_ligand" "connectomeDB2020" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;InnateDB-All_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr" "Baccin2019:10706119;CellTalkDB:10706119;Cellinker:10706119;HPRD:10706119;LRdb:10706119;connectomeDB2020:10706119"
"59" "O75888" "P34741" "TNFSF13" "SDC2" "cell_surface_ligand" "connectomeDB2020" "receptor" "connectomeDB2020;CellChatDB;CellTalkDB" "Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr" "Baccin2019:15846369;CellTalkDB:15846369;Cellinker:15846369;HPRD:15846369;LRdb:15846369;connectomeDB2020:15846369"
"60" "O75888" "Q02223" "TNFSF13" "TNFRSF17" "cell_surface_ligand" "connectomeDB2020" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;UniProt_LRdb;Wang;connectomeDB2020;iTALK;scConnect;talklr" "Baccin2019:10973284;Baccin2019:14764606;CellTalkDB:14764606;Cellinker:10973284;Cellinker:14764606;HPMR:14764606;HPRD:10973284;ICELLNET:11239407;LRdb:11;LRdb:14764606;SIGNOR:10973284;connectomeDB2020:10973284;connectomeDB2020:14764606"
"61" "O75888" "Q92956" "TNFSF13" "TNFRSF14" "cell_surface_ligand" "connectomeDB2020" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;InnateDB-All_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr" "Baccin2019:10706119;CellTalkDB:10706119;Cellinker:10706119;HPRD:10706119;LRdb:10706119;connectomeDB2020:10706119"
"62" "O94856" "COMPLEX:P78357_Q12860" "NFASC" "CNTN1_CNTNAP1" "cell_surface_ligand" "CellChatDB" "receptor" "connectomeDB2020;CellChatDB;CellTalkDB" "CellChatDB" ""
"63" "O94933" "P23468" "SLITRK3" "PTPRD" "cell_surface_ligand" "connectomeDB2020" "receptor" "connectomeDB2020" "connectomeDB2020" "connectomeDB2020:22286174;connectomeDB2020:23345436"
"64" "O94933" "Q13332" "SLITRK3" "PTPRS" "cell_surface_ligand" "connectomeDB2020" "receptor" "connectomeDB2020;CellPhoneDB;CellTalkDB" "connectomeDB2020" "connectomeDB2020:23345436"
"65" "O94991" "P23468" "SLITRK5" "PTPRD" "cell_surface_ligand" "connectomeDB2020" "receptor" "connectomeDB2020" "connectomeDB2020" "connectomeDB2020:26004511"
"66" "O95150" "O95407" "TNFSF15" "TNFRSF6B" "cell_surface_ligand" "connectomeDB2020;CellPhoneDB" "receptor" "connectomeDB2020;ICELLNET;CellTalkDB" "CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;HPMR;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr" "CellTalkDB:11911831;Cellinker:11911831;HPMR:14697332;HPRD:11911831;ICELLNET:11239407;LRdb:11911831;connectomeDB2020:11911831"
"67" "O95150" "Q93038" "TNFSF15" "TNFRSF25" "cell_surface_ligand" "connectomeDB2020;CellPhoneDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;LRdb;Ramilowski2015;SIGNOR;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;scConnect;talklr" "CellTalkDB:11911831;Cellinker:11911831;DIP:21300286;HPMR:11911831;HPRD:11911831;ICELLNET:11239407;InnateDB:20403353;LRdb:11911831;SIGNOR:14585074;connectomeDB2020:11911831"
"68" "P01135" "COMPLEX:P00533_P04626" "TGFA" "EGFR_ERBB2" "cell_surface_ligand" "CellPhoneDB" "receptor" "connectomeDB2020;CellChatDB;CellTalkDB" "CellChatDB;Cellinker;DLRP_Cellinker;Guide2Pharma_Cellinker;HPMR_Cellinker" "Cellinker:12297049;Cellinker:3018723"
"69" "P01135" "P21860" "TGFA" "ERBB3" "cell_surface_ligand" "CellPhoneDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "CellCall;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr" "CellTalkDB:32196115"
"70" "P01135" "Q15303" "TGFA" "ERBB4" "cell_surface_ligand" "CellPhoneDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "Baccin2019;CellCall;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr" "Baccin2019:10918572;CellTalkDB:10918572;HPRD:10918572;LRdb:10918572;connectomeDB2020:10918572"
"71" "P01375" "O15552" "TNF" "FFAR2" "cell_surface_ligand" "connectomeDB2020;CellPhoneDB" "receptor" "CellPhoneDB;CellTalkDB" "CellPhoneDB;CellTalkDB;HuRI;IMEx_CellPhoneDB;IntAct_CellPhoneDB" "CellTalkDB:32103204"
"72" "P01375" "O75509" "TNF" "TNFRSF21" "cell_surface_ligand" "connectomeDB2020;CellPhoneDB" "receptor" "connectomeDB2020;CellTalkDB" "Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;talklr" "Baccin2019:9714541;CellTalkDB:9714541;Cellinker:9714541;HPMR:9714541;LRdb:9714541;SIGNOR:9714541;connectomeDB2020:9714541"
"73" "P01375" "P19438" "TNF" "TNFRSF1A" "cell_surface_ligand" "connectomeDB2020;CellPhoneDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "AlzPathway;Baccin2019;BioGRID;CancerCellMap;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;IntAct;KEGG-MEDICUS;LRdb;Lit-BM-17;Macrophage;NetPath;ProtMapper;REACH_ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;STRING_talklr;Sparser_ProtMapper;UniProt_LRdb;Wang;Wojtowicz2020;connectomeDB2020;iTALK;scConnect;talklr" "AlzPathway:18067990;Baccin2019:10634209;Baccin2019:14743216;Baccin2019:19084540;Baccin2019:7852363;BioGRID:2170559;CancerCellMap:10634209;CancerCellMap:14743216;CellTalkDB:19084540;Cellinker:10634209;Cellinker:14743216;Cellinker:19084540;Cellinker:7852363;DIP:14743216;DIP:20080539;DIP:2158863;DIP:2170974;DIP:22801493;DIP:23955153;HPMR:7852363;HPRD:10634209;HPRD:14743216;HPRD:19084540;ICELLNET:11239407;InnateDB:11448951;InnateDB:12887920;InnateDB:14743216;InnateDB:19287455;InnateDB:2158863;InnateDB:2848815;InnateDB:7852363;IntAct:14743216;IntAct:20103630;IntAct:24070898;IntAct:25241761;IntAct:2848815;LRdb:10634209;LRdb:14743216;LRdb:19084540;LRdb:7852363;Lit-BM-17:12753742;Lit-BM-17:12887920;Lit-BM-17:1310388;Lit-BM-17:14743216;Lit-BM-17:15485837;Lit-BM-17:20103630;Lit-BM-17:2158863;Lit-BM-17:2170559;Lit-BM-17:2170974;Lit-BM-17:22028622;Lit-BM-17:22099304;Lit-BM-17:22675546;Lit-BM-17:23032187;Lit-BM-17:23746843;Lit-BM-17:24070898;Lit-BM-17:24726327;Lit-BM-17:24980434;Lit-BM-17:25241761;Lit-BM-17:25911380;Lit-BM-17:26186194;Lit-BM-17:26670046;Lit-BM-17:27560715;Lit-BM-17:2848815;Lit-BM-17:8182064;Lit-BM-17:8288897;Lit-BM-17:8805640;Lit-BM-17:9488135;Lit-BM-17:9568681;Macrophage:1331108;Macrophage:2158863;NetPath:10634209;NetPath:15485837;NetPath:3034874;ProtMapper:21724995;SIGNOR:10634209;SIGNOR:11502070;SIGNOR:14732063;SIGNOR:17151142;SIGNOR:21133840;SIGNOR:23070005;SPIKE:10634209;SPIKE:19442713;SPIKE:2158863;connectomeDB2020:10634209;connectomeDB2020:14743216;connectomeDB2020:19084540;connectomeDB2020:7852363"
"74" "P01375" "P20333" "TNF" "TNFRSF1B" "cell_surface_ligand" "connectomeDB2020;CellPhoneDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "Baccin2019;BioGRID;CancerCellMap;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;IntAct;KEGG-MEDICUS;LRdb;Lit-BM-17;Macrophage;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;STRING_talklr;UniProt_LRdb;Wang;Wojtowicz2020;connectomeDB2020;iTALK;scConnect;talklr" "Baccin2019:19084540;Baccin2019:2158863;Baccin2019:7664431;BioGRID:7930591;BioGRID:7966397;CancerCellMap:2158863;CancerCellMap:7664431;CellTalkDB:19084540;Cellinker:19084540;Cellinker:2158863;Cellinker:7664431;DIP:1328224;DIP:14743216;DIP:2172983;HPMR:2158863;HPRD:19084540;HPRD:2158863;HPRD:7664431;ICELLNET:11239407;InnateDB:11448951;InnateDB:14743216;InnateDB:19287455;IntAct:14743216;IntAct:24070898;LRdb:19084540;LRdb:2158863;LRdb:7664431;Lit-BM-17:1310388;Lit-BM-17:1328224;Lit-BM-17:14743216;Lit-BM-17:15485837;Lit-BM-17:2172983;Lit-BM-17:24070898;Lit-BM-17:7930591;Lit-BM-17:7966397;Lit-BM-17:8182064;Lit-BM-17:8805640;Lit-BM-17:9488135;Lit-BM-17:9568681;Macrophage:7852363;Macrophage:8590321;NetPath:15485837;NetPath:1655744;NetPath:7664431;SIGNOR:12040173;SIGNOR:14732063;SIGNOR:17151142;SPIKE:15450251;connectomeDB2020:19084540;connectomeDB2020:2158863;connectomeDB2020:7664431"
"75" "P01375" "P25445" "TNF" "FAS" "cell_surface_ligand" "connectomeDB2020;CellPhoneDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellPhoneDB;CellTalkDB;InnateDB-All_CellPhoneDB;Kirouac2010" "CellTalkDB:32103204"
"76" "P01375" "P35916" "TNF" "FLT4" "cell_surface_ligand" "connectomeDB2020;CellPhoneDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellPhoneDB;CellTalkDB;InnateDB-All_CellPhoneDB" "CellTalkDB:32103204"
"77" "P01375" "P46531" "TNF" "NOTCH1" "cell_surface_ligand" "connectomeDB2020;CellPhoneDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellPhoneDB;CellTalkDB;I2D_CellPhoneDB" "CellTalkDB:32103204"
"78" "P01375" "Q13332" "TNF" "PTPRS" "cell_surface_ligand" "connectomeDB2020;CellPhoneDB" "receptor" "connectomeDB2020;CellPhoneDB;CellTalkDB" "CellPhoneDB;CellTalkDB;InnateDB-All_CellPhoneDB" "CellTalkDB:32103204"
"79" "P01375" "Q9C0C4" "TNF" "SEMA4C" "cell_surface_ligand" "connectomeDB2020;CellPhoneDB" "receptor" "CellPhoneDB" "CellPhoneDB;InnateDB-All_CellPhoneDB" ""
"80" "P01375" "Q9H7M9" "TNF" "VSIR" "cell_surface_ligand" "connectomeDB2020;CellPhoneDB" "receptor" "connectomeDB2020;CellPhoneDB;CellTalkDB" "CellPhoneDB;CellTalkDB;HuRI;IMEx_CellPhoneDB;IntAct_CellPhoneDB" "CellTalkDB:32103204"
"81" "P01375" "Q9HCU4" "TNF" "CELSR2" "cell_surface_ligand" "connectomeDB2020;CellPhoneDB" "receptor" "CellPhoneDB;CellTalkDB" "CellPhoneDB;CellTalkDB;InnateDB-All_CellPhoneDB" "CellTalkDB:32103204"
"82" "P01375" "Q9Y6W8" "TNF" "ICOS" "cell_surface_ligand" "connectomeDB2020;CellPhoneDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellPhoneDB;CellTalkDB;InnateDB-All_CellPhoneDB" "CellTalkDB:32103204"
"83" "P01889" "A6NJW9" "HLA-B" "CD8B2" "cell_surface_ligand" "connectomeDB2020;CellChatDB" "receptor" "CellChatDB" "CellChatDB" ""
"84" "P01889" "O75019" "HLA-B" "LILRA1" "cell_surface_ligand" "connectomeDB2020;CellChatDB" "receptor" "CellTalkDB" "CellTalkDB" "CellTalkDB:19230061"
"85" "P01889" "P01732" "HLA-B" "CD8A" "cell_surface_ligand" "connectomeDB2020;CellChatDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB" "CellChatDB;HPRD;Wang" "HPRD:10809759;HPRD:9331948"
"86" "P01889" "P04234" "HLA-B" "CD3D" "cell_surface_ligand" "connectomeDB2020;CellChatDB" "receptor" "CellTalkDB" "CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr" "CellTalkDB:32196115"
"87" "P01889" "P09693" "HLA-B" "CD3G" "cell_surface_ligand" "connectomeDB2020;CellChatDB" "receptor" "CellTalkDB" "CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr" "CellTalkDB:32196115"
"88" "P01889" "P10966" "HLA-B" "CD8B" "cell_surface_ligand" "connectomeDB2020;CellChatDB" "receptor" "CellPhoneDB;CellChatDB" "CellChatDB;Wang" ""
"89" "P01889" "P43628" "HLA-B" "KIR2DL3" "cell_surface_ligand" "connectomeDB2020;CellChatDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellTalkDB;Fantom5_LRdb;InnateDB;LRdb;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr" "CellTalkDB:28514659;InnateDB:19858347;connectomeDB2020:28514659;connectomeDB2020:7931060;connectomeDB2020:8760827"
"90" "P01889" "P43629" "HLA-B" "KIR3DL1" "cell_surface_ligand" "connectomeDB2020;CellChatDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellTalkDB;Cellinker;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Lit-BM-17;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr" "CellTalkDB:15607823;Cellinker:15607823;Cellinker:17182537;Cellinker:8046332;HPRD:8046332;ICELLNET:11955593;ICELLNET:15580655;LRdb:15607823;LRdb:8;Lit-BM-17:22020283;Lit-BM-17:25480565;Lit-BM-17:25740999;connectomeDB2020:15607823;connectomeDB2020:8046332"
"91" "P01889" "P43630" "HLA-B" "KIR3DL2" "cell_surface_ligand" "connectomeDB2020;CellChatDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Wang;connectomeDB2020" "CellChatDB:28484462;CellTalkDB:23804219;Cellinker:23440420;connectomeDB2020:17407096;connectomeDB2020:23804219;connectomeDB2020:23857132"
"92" "P01889" "Q13241" "HLA-B" "KLRD1" "cell_surface_ligand" "connectomeDB2020;CellChatDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr" "CellTalkDB:8046333;Cellinker:8046333;HPRD:8046333;LRdb:8046333;connectomeDB2020:8046333"
"93" "P01889" "Q8N423" "HLA-B" "LILRB2" "cell_surface_ligand" "connectomeDB2020;CellChatDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr" "CellTalkDB:12853576;Cellinker:12853576;Cellinker:9531263;HPRD:12853576;HPRD:9531263;LRdb:12853576;LRdb:95;connectomeDB2020:12853576;connectomeDB2020:9531263"
"94" "P01889" "Q8NHL6" "HLA-B" "LILRB1" "cell_surface_ligand" "connectomeDB2020;CellChatDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr" "CellTalkDB:12853576;Cellinker:12853576;HPRD:12853576;ICELLNET:9285411;ICELLNET:9382880;LRdb:12853576;connectomeDB2020:12853576"
"95" "P01903" "P01730" "HLA-DRA" "CD4" "cell_surface_ligand" "CellChatDB" "receptor" "connectomeDB2020;ICELLNET;CellChatDB;CellTalkDB" "CellChatDB;Wang" ""
"96" "P01903" "P18627" "HLA-DRA" "LAG3" "cell_surface_ligand" "CellChatDB" "receptor" "connectomeDB2020;ICELLNET" "ICELLNET" "ICELLNET:22437870;ICELLNET:26927206"
"97" "P01906" "P01730" "HLA-DQA2" "CD4" "cell_surface_ligand" "CellChatDB" "receptor" "connectomeDB2020;ICELLNET;CellChatDB;CellTalkDB" "CellChatDB;HPRD;Wang" "HPRD:11535811"
"98" "P01906" "P18627" "HLA-DQA2" "LAG3" "cell_surface_ligand" "CellChatDB" "receptor" "connectomeDB2020;ICELLNET" "ICELLNET" "ICELLNET:22437870;ICELLNET:26927206"
"99" "P01909" "P01730" "HLA-DQA1" "CD4" "cell_surface_ligand" "CellChatDB" "receptor" "connectomeDB2020;ICELLNET;CellChatDB;CellTalkDB" "CellChatDB;Wang" ""
"100" "P01909" "P18627" "HLA-DQA1" "LAG3" "cell_surface_ligand" "CellChatDB" "receptor" "connectomeDB2020;ICELLNET" "ICELLNET" "ICELLNET:22437870;ICELLNET:26927206"
"101" "P01911" "P01730" "HLA-DRB1" "CD4" "cell_surface_ligand" "CellChatDB" "receptor" "connectomeDB2020;ICELLNET;CellChatDB;CellTalkDB" "CellChatDB;Wang;iTALK" ""
"102" "P01911" "P18627" "HLA-DRB1" "LAG3" "cell_surface_ligand" "CellChatDB" "receptor" "connectomeDB2020;ICELLNET" "ICELLNET" "ICELLNET:22437870;ICELLNET:26927206"
"103" "P01920" "P01730" "HLA-DQB1" "CD4" "cell_surface_ligand" "CellChatDB" "receptor" "connectomeDB2020;ICELLNET;CellChatDB;CellTalkDB" "CellChatDB;HPRD;Wang" "HPRD:11535811"
"104" "P01920" "P18627" "HLA-DQB1" "LAG3" "cell_surface_ligand" "CellChatDB" "receptor" "connectomeDB2020;ICELLNET" "ICELLNET" "ICELLNET:22437870;ICELLNET:26927206"
"105" "P04083" "COMPLEX:P25089_P25090" "ANXA1" "FPR2_FPR3" "cell_surface_ligand" "connectomeDB2020;CellChatDB;CellPhoneDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "CellChatDB" "CellChatDB:22610094"
"106" "P04083" "P00533" "ANXA1" "EGFR" "cell_surface_ligand" "connectomeDB2020;CellChatDB;CellPhoneDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;IntAct;LRdb;Lit-BM-17;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr" "CellTalkDB:15581623;Cellinker:15581623;HPRD:15581623;IntAct:15581623;IntAct:20029029;IntAct:31980649;LRdb:15581623;Lit-BM-17:15581623;Lit-BM-17:20029029;Lit-BM-17:24189400;connectomeDB2020:15581623"
"107" "P04083" "P08913" "ANXA1" "ADRA2A" "cell_surface_ligand" "connectomeDB2020;CellChatDB;CellPhoneDB" "receptor" "connectomeDB2020;CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"108" "P04083" "P21462" "ANXA1" "FPR1" "cell_surface_ligand" "connectomeDB2020;CellChatDB;CellPhoneDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;scConnect;talklr" "Baccin2019:10882119;Baccin2019:12560218;CellChatDB:23230437;CellTalkDB:10882119;Cellinker:10882119;Cellinker:12560218;Cellinker:23230437;HPMR:10882119;HPRD:10882119;LRdb:10882119;LRdb:13;SIGNOR:15187149;connectomeDB2020:10882119;connectomeDB2020:12560218;scConnect:10882119;scConnect:12560218"
"109" "P04083" "P48039" "ANXA1" "MTNR1A" "cell_surface_ligand" "connectomeDB2020;CellChatDB;CellPhoneDB" "receptor" "connectomeDB2020;CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"110" "P04083" "Q14831" "ANXA1" "GRM7" "cell_surface_ligand" "connectomeDB2020;CellChatDB;CellPhoneDB" "receptor" "CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"111" "P04216" "COMPLEX:P05106_P06756" "THY1" "ITGAV_ITGB3" "cell_surface_ligand" "CellChatDB;CellPhoneDB" "adhesion" "CellPhoneDB" "CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker" "CellChatDB:18346467;CellChatDB:29212879;Cellinker:18346467;Cellinker:29212879"
"112" "P04216" "COMPLEX:P05107_P11215" "THY1" "ITGAM_ITGB2" "cell_surface_ligand" "CellChatDB;CellPhoneDB" "adhesion" "CellPhoneDB" "CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker" "CellChatDB:15850796;Cellinker:15850796"
"113" "P04216" "COMPLEX:P05107_P20702" "THY1" "ITGAX_ITGB2" "cell_surface_ligand" "CellChatDB;CellPhoneDB" "adhesion" "CellPhoneDB" "CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker" "CellChatDB:15850796;Cellinker:15850796;Cellinker:27765629"
"114" "P04439" "A6NJW9" "HLA-A" "CD8B2" "cell_surface_ligand" "connectomeDB2020;CellChatDB" "receptor" "CellChatDB" "CellChatDB" ""
"115" "P04439" "O75019" "HLA-A" "LILRA1" "cell_surface_ligand" "connectomeDB2020;CellChatDB" "receptor" "CellTalkDB" "CellTalkDB" "CellTalkDB:21559424"
"116" "P04439" "P01732" "HLA-A" "CD8A" "cell_surface_ligand" "connectomeDB2020;CellChatDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB" "BioGRID;CellChatDB;HPRD;Lit-BM-17;Wang" "BioGRID:9177355;HPRD:10809759;HPRD:9177355;Lit-BM-17:10809759;Lit-BM-17:9177355"
"117" "P04439" "P04234" "HLA-A" "CD3D" "cell_surface_ligand" "connectomeDB2020;CellChatDB" "receptor" "CellTalkDB" "CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;Wang;iTALK;talklr" "CellTalkDB:32196115"
"118" "P04439" "P04626" "HLA-A" "ERBB2" "cell_surface_ligand" "connectomeDB2020;CellChatDB" "receptor" "connectomeDB2020;CellTalkDB" "Baccin2019;CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr" "Baccin2019:10593938;CellTalkDB:10593938;HPRD:10593938;LRdb:10593938;connectomeDB2020:10593938"
"119" "P04439" "P09693" "HLA-A" "CD3G" "cell_surface_ligand" "connectomeDB2020;CellChatDB" "receptor" "CellTalkDB" "CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;Wang;iTALK;talklr" "CellTalkDB:32196115"
"120" "P04439" "P10966" "HLA-A" "CD8B" "cell_surface_ligand" "connectomeDB2020;CellChatDB" "receptor" "CellPhoneDB;CellChatDB" "CellChatDB;Wang" ""
"121" "P04439" "P43626" "HLA-A" "KIR2DL1" "cell_surface_ligand" "connectomeDB2020;CellChatDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;Wang;iTALK;talklr" "CellTalkDB:22772445"
"122" "P04439" "P43628" "HLA-A" "KIR2DL3" "cell_surface_ligand" "connectomeDB2020;CellChatDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;Wang;iTALK;talklr" "CellTalkDB:22772445"
"123" "P04439" "P43629" "HLA-A" "KIR3DL1" "cell_surface_ligand" "connectomeDB2020;CellChatDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr" "CellChatDB:28484462;CellTalkDB:17182537;Cellinker:17182537;Cellinker:31210416;LRdb:17182537;Ramilowski2015:17182537;connectomeDB2020:17182537;talklr:17182537"
